sent,headline,headline_clean
positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,Finnish Bank _ land report operating profit rise EUR mn second quarter EUR mn corresponding period
positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,finnish financial group Aktia operating profit increase EUR mn EUR mn
positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,finnish forest machinery manufacturer Ponsse net sale grow EUR mn first quarter EUR mn corresponding period
positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,Finnish KCI Konecranes raise net sale growth estimate
positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,Finnish Okmetic manufacture process silicon wafer semiconductor sensor industry norwegian solar wafer company NorSun sign contract Okmetic supply NorSun mono silicon crystal use solar cell manufacturing
positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,finnish pharmaceutical company Orion net sale rise EUR mn first quarter EUR mn first quarter
positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .",Finnish Ponsse sign agreement Babcock Africa distribution support Ponsse forest machine harvester head information system South Africa
positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,south African Sappi become large foreign forest industry company operate Finland result acquisition Finnish Mreal Corporation Graphic Papers Business unit
positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,accord Deputy MD Pekka Silvennoinen aim double turnover next three year
positive,"According to HKScan Finland , the plan is to increase J+Ærvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .",accord HKScan Finland plan increase JrviSuomen Portti net sale EUR mn EUR mn
positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",advertising circulation revenue grow respectively
positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .",takeover Cramo become second large rental service provider latvian market
positive,"Again , the most significant sales increase of 18.6 % was in Russia .",significant sale increase Russia
positive,Alma Media expects its net sales to increase as forecast previously .,Alma Media expect net sale increase forecast previously
positive,Also Lemmink+Æinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,also Lemminkinen profit accounting period go EUR mn EUR mn year ago
positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",end March group order book EUR mn corresponding period
positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",time profit company increase h reach Ls
neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,Aviation Systems Maintenance base Kansas generate net sale usd million
positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .",besides increase share meat various sausage offer number new taste grill product shish kebab segment Paavel say
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .",operating profit net sale month period increase respectively EUR EUR compare financial year
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .",operating profit net sale month period increase respectively EUR EUR compare financial year
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",operating profit net sale month period increase respectively EUR EUR compare
positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",operating profit net sale month period increase respectively EUR EUR compare
positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .",operating profit net sale ninemonth period increase respectively compare corresponding period
positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",operating profit net sale sixmonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .",operating profit net sale sixmonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale sixmonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .",operating profit net sale threemonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .",operating profit net sale threemonth period increase respectively EUR EURm compare corresponding quarter
positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",operating profit sale threemonth period increase respectively EUR EUR compare corresponding period
positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",operating profit turnover ninemonth period increase respectively EUR EUR compare corresponding period year ago
positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",operating profit turnover sixmonth period increase respectively EUR EUR compare corresponding period
